ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
KEGG	hsa05323	Rheumatoid arthritis	40/1542	93/8135	7.223e-08	2.173e-06	1.127e-06	FLT1/HLA-DMB/ACP5/JUN/ATP6V0A1/ATP6V0C/HLA-DMA/CTSK/VEGFA/TCIRG1/CD80/IFNG/ATP6V1A/IL15/CCL20/ATP6AP1/HLA-DOB/ITGB2/ATP6V1B2/ATP6V1G1/TNFSF11/MMP1/CSF2/ATP6V1H/HLA-DQB1/ATP6V1D/ATP6V1E1/CXCL8/CD28/TGFB2/CCL2/ATP6V0E2/CXCL12/CTSL/CCL3/ITGAL/TNFRSF11A/CSF1/MMP3/ATP6V0D1	40
KEGG	hsa05417	Lipid and atherosclerosis	73/1542	215/8135	9.241e-08	2.549e-06	1.321e-06	NCF4/VAV1/TNFRSF1A/JUN/ATF4/CYP1A1/MAPK3/PPARG/RAP1B/TP53/AKT1/PLCB3/DDIT3/POU2F1/HSPA6/PIK3CD/CASP3/HSPA8/CD14/MMP9/RXRA/PLCB2/HSP90AB1/NLRP3/TANK/HRAS/PTK2/KRAS/CDC42/IKBKB/FAS/VLDLR/XBP1/RHOA/HSP90AA1/MAPK14/IFNA2/PPP3CC/BAD/MMP1/CHUK/OLR1/IRF3/CYCS/CASP7/LY96/TNFSF10/IRAK1/HSPA1B/CXCL8/IKBKE/AKT2/RXRB/FASLG/CCL2/PIK3R2/CAMK2G/CYP2C8/CD36/TRAF6/HSPD1/PIK3CB/ABCG1/HSPA4/MAP2K3/CCL3/MAPK10/ROCK2/NFE2L2/RAC1/CYP2A6/MMP3/MAPK13	73
KEGG	hsa05170	Human immunodeficiency virus 1 infection	72/1542	212/8135	1.119e-07	2.85e-06	1.477e-06	CD4/ATM/DDB1/TNFRSF1A/GNAI2/JUN/AP1B1/MAPK3/ITPR2/AP1S2/GNG7/GNG5/AKT1/CUL4B/CFL1/PIK3CD/CASP3/CD3D/APOBEC3B/MAP2K2/WEE1/APOBEC3F/HRAS/PTK2/KRAS/TAP1/AP1S1/AP1G2/GNB2/IKBKB/FAS/RPS6KB2/MTOR/CD3G/CCR5/BAK1/CUL4A/GNG12/MAPK14/IFNA2/GNAI1/ITPR3/PPP3CC/APOBEC3C/BAD/CHUK/CHEK1/IRF3/CYCS/SAMHD1/IRAK1/MAP2K1/CUL1/PDIA3/BST2/FADD/AKT2/FASLG/CD247/TRADD/PIK3R2/TRAF6/PIK3CB/HLA-A/MAP2K3/ATR/MAPK10/CCNB1/CDK1/RAC1/GNAO1/MAPK13	72
KEGG	hsa04110	Cell cycle	49/1542	126/8135	1.227e-07	2.902e-06	1.504e-06	CCND2/ATM/DBF4/CCNA1/MCM5/YWHAQ/CDKN1A/CREBBP/TP53/ANAPC15/ABL1/RBL2/ORC3/GADD45A/E2F4/PTTG1/WEE1/ESPL1/ANAPC13/HDAC1/ANAPC5/MAD2L1/PRKDC/CDK7/MCM2/PCNA/CDK2/CDK4/GADD45B/CCND1/CDC16/RB1/CHEK1/CCNH/RAD21/CUL1/CDKN2A/TGFB2/MCM6/ORC5/CCNA2/YWHAH/CDC25B/YWHAB/ATR/CCNB1/CDK1/ORC1/CDC6	49
KEGG	hsa04510	Focal adhesion	68/1542	201/8135	2.978e-07	6.571e-06	3.406e-06	CCND2/SPP1/IGF1/DIAPH1/FLT1/ZYX/VAV1/PIP5K1C/JUN/ITGB7/VEGFB/ILK/MAPK3/RAP1B/FYN/AKT1/LAMB2/ROCK1/VEGFA/ITGB1/ITGB5/PIK3CD/PARVB/FLNB/CAV1/FN1/BIRC3/ITGA7/COL4A1/LAMC1/RAPGEF1/THBS1/HRAS/PTK2/CAPN2/TLN1/CDC42/SOS1/RHOA/MYLK/ARHGAP35/PDGFB/HGF/PIP5K1A/ITGA1/GRB2/PDGFA/BAD/CCND1/RASGRF1/CTNNB1/MAP2K1/AKT2/PIK3R2/PPP1CB/ACTN4/LAMA2/PIK3CB/ITGB8/MAPK10/MET/ROCK2/RAC1/PPP1R12A/SHC2/COL4A4/ARHGAP5/MYL12B	68
KEGG	hsa05131	Shigellosis	79/1542	247/8135	4.71e-07	9.37e-06	4.857e-06	DIAPH1/ATM/TNFRSF1A/JUN/MAP1LC3B/HCLS1/HK2/ATG12/ILK/MAPK3/ITPR2/UBE2D3/ARF6/TP53/AKT1/PLCB3/CAPNS1/ROCK1/PFN1/ITGB1/PIK3CD/CASP4/RRAGD/NAIP/TLR5/CD14/PLCB2/ELMO1/NLRP3/PTK2/PFN2/CAPN2/MALT1/TLN1/CDC42/IKBKB/CALCOCO2/ARPC1B/GSK3A/RPS6KB2/MTOR/UBC/RHOA/PRKCQ/MAPK14/PRKCD/IL1R1/ITPR3/RBCK1/ARPC2/CHUK/IRF3/CYCS/CSF2/CAPN1/RPS27A/NFKBIB/CXCL8/CD44/CYTH1/CUL1/AKT2/TRADD/ARHGEF2/PIK3R2/WIPI2/GLMN/ACTN4/TRAF6/ARPC1A/PIK3CB/FOXO3/MAPK10/ROCK2/RAC1/RRAGA/U2AF1/MAPK13/MYL12B	79
KEGG	hsa05160	Hepatitis C	56/1542	157/8135	4.813e-07	9.37e-06	4.857e-06	TNFRSF1A/OAS2/TYK2/YWHAQ/CDKN1A/MAPK3/TP53/AKT1/PPP2R1A/IFNAR1/PPP2R2A/PIK3CD/CASP3/IFNAR2/PSME3/IFNG/STAT2/MAP2K2/RXRA/SCARB1/HRAS/KRAS/RSAD2/IKBKB/ARAF/FAS/SOS1/BAK1/IFNA2/CFLAR/CDK2/GRB2/CDK4/BAD/MX2/CCND1/RB1/CHUK/IRF3/CYCS/CTNNB1/IFIT1/MAP2K1/STAT1/FADD/IKBKE/AKT2/FASLG/TRADD/PIK3R2/TRAF6/PIK3CB/YWHAH/MX1/YWHAB/PPARA	56
KEGG	hsa05203	Viral carcinogenesis	68/1542	204/8135	5.56e-07	1.023e-05	5.3e-06	CCND2/DDB1/HDAC6/JUN/ATF4/CCNA1/YWHAQ/CDKN1A/RBPJ/MAPK3/CREBBP/CREB1/MRPS18B/GTF2B/DDX3X/TP53/LTBR/PIK3CD/CASP3/RBL2/SND1/REL/PMAIP1/HDAC1/HRAS/SYK/KRAS/GTF2H2/CDC42/NFKB2/RHOA/CCR5/BAK1/SCRIB/EGR2/SRF/CDK2/GRB2/GTF2H4/CDK4/SNW1/BAD/CCND1/RB1/CHEK1/IRF3/PRKACB/KAT2A/CDKN2A/KAT2B/PSMC1/GTF2E2/TRADD/PIK3R2/ACTN4/TBPL1/CCNA2/PIK3CB/TRAF1/HLA-A/YWHAH/CCR4/YWHAB/CDK1/RAC1/ATP6V0D1/STAT5A/HNRNPK	68
KEGG	hsa05161	Hepatitis B	57/1542	162/8135	6.394e-07	1.114e-05	5.774e-06	DDB1/JUN/ATF4/CCNA1/TYK2/YWHAQ/CDKN1A/MAPK3/CREBBP/CREB1/DDX3X/TP53/AKT1/IFNAR1/PIK3CD/CASP3/MMP9/STAT2/MAP2K2/STAT6/HRAS/KRAS/IKBKB/ARAF/FAS/ATP6AP1/SOS1/PCNA/EGR2/MAPK14/IFNA2/CDK2/GRB2/BAD/RB1/CHUK/IRF3/CYCS/CASP10/IRAK1/MAP2K1/STAT1/CXCL8/TGFB2/FADD/IKBKE/AKT2/FASLG/PIK3R2/TRAF6/CCNA2/PIK3CB/YWHAB/MAP2K3/MAPK10/MAPK13/STAT5A	57
KEGG	hsa05132	Salmonella infection	79/1542	249/8135	6.788e-07	1.123e-05	5.823e-06	RAB5C/S100A10/RHOG/TNFRSF1A/JUN/TUBB2A/MAPK3/TXN/ARF6/AKT1/PKN1/TXN2/PFN1/DYNC1LI2/TUBB/VPS11/PIK3CD/CASP4/CASP3/KIF5B/NAIP/TLR5/FLNB/CD14/CYFIP1/MAP2K2/ELMO1/BIRC3/RHOH/HSP90AB1/NLRP3/ACBD3/HRAS/PFN2/RALA/CDC42/VPS39/IKBKB/DCTN3/KIF5C/ARPC1B/ACTR1B/RHOA/BAK1/HSP90AA1/NCKAP1L/MAPK14/RRAS/ARPC2/CHUK/CYCS/CYFIP2/CASP7/LY96/TNFSF10/CTNNB1/IRAK1/MAP2K1/CXCL8/PLEKHM2/TUBB2B/CYTH1/STX10/DYNC1H1/KPNA3/FADD/AKT2/DNM2/TRADD/TRAF6/ARPC1A/MYO6/PIK3CB/MAP2K3/MAPK10/ROCK2/RAC1/MAPK13/MYL12B	79
KEGG	hsa04660	T cell receptor signaling pathway	41/1542	104/8135	8.55e-07	1.348e-05	6.985e-06	CD4/VAV1/JUN/MAPK3/FYN/AKT1/PIK3CD/CD3D/IFNG/MAP2K2/MAP3K14/HRAS/MALT1/KRAS/CDC42/IKBKB/SOS1/CD3G/RHOA/PRKCQ/MAPK14/GRB2/PPP3CC/CDK4/MAP3K8/CHUK/CSF2/MAP2K1/NFKBIB/ICOS/CD28/AKT2/LCK/CD247/PIK3R2/ITK/PIK3CB/MAPK10/LCP2/RASGRP1/MAPK13	41
KEGG	hsa05162	Measles	50/1542	139/8135	1.475e-06	2.219e-05	1.15e-05	CCND2/OAS2/JUN/TYK2/TP53/AKT1/IFNAR1/IL2RG/HSPA6/PIK3CD/CASP3/HSPA8/IFNAR2/CD3D/TNFAIP3/STAT2/SLAMF1/IKBKB/FAS/CD3G/BAK1/IL2RB/IFNA2/ADAR/CDK2/CDK4/BAD/MX2/CCND1/CHUK/IRF3/CYCS/IRAK1/HSPA1B/STAT1/NFKBIB/CD28/FADD/IKBKE/AKT2/FASLG/TRADD/CSNK2A1/EIF3H/PIK3R2/TRAF6/PIK3CB/MX1/MAPK10/STAT5A	50
KEGG	hsa05223	Non-small cell lung cancer	31/1542	72/8135	2.06e-06	2.965e-05	1.537e-05	CDKN1A/MAPK3/TP53/AKT1/PIK3CD/KIF5B/GADD45A/MAP2K2/RXRA/HRAS/KRAS/ARAF/KIF5C/SOS1/BAK1/HGF/GRB2/CDK4/GADD45B/BAD/CCND1/RB1/MAP2K1/CDKN2A/AKT2/RXRB/PIK3R2/PIK3CB/FOXO3/MET/STAT5A	31
KEGG	hsa04218	Cellular senescence	54/1542	156/8135	2.236e-06	2.997e-05	1.553e-05	CCND2/ATM/TSC2/CCNA1/RHEB/CDKN1A/MAPK3/ITPR2/TP53/AKT1/TRAF3IP2/HIPK1/PIK3CD/SLC25A6/ZFP36L2/RBL2/GADD45A/MAP2K2/E2F4/HRAS/CAPN2/KRAS/MTOR/RBBP4/MAPK14/RRAS/CDK2/ITPR3/PPP3CC/CDK4/GADD45B/RAD9A/CCND1/RB1/CHEK1/CAPN1/MAP2K1/CXCL8/KIR2DL4/CDKN2A/TGFB2/AKT2/LIN37/PIK3R2/PPP1CB/CCNA2/PIK3CB/FOXO3/HLA-A/MAP2K3/ATR/CCNB1/CDK1/MAPK13	54
KEGG	hsa05210	Colorectal cancer	35/1542	86/8135	2.264e-06	2.997e-05	1.553e-05	JUN/CDKN1A/MAPK3/TP53/AKT1/PIK3CD/CASP3/GADD45A/MAP2K2/PMAIP1/HRAS/KRAS/RALA/ARAF/AREG/SOS1/RPS6KB2/MTOR/RHOA/BAK1/EREG/GRB2/GADD45B/BAD/CCND1/CYCS/CTNNB1/MAP2K1/TGFB2/AKT2/PIK3R2/MSH2/PIK3CB/MAPK10/RAC1	35
KEGG	hsa04062	Chemokine signaling pathway	63/1542	192/8135	2.642e-06	3.299e-05	1.71e-05	VAV1/HCK/GNAI2/ARRB2/CXCL9/MAPK3/ADCY3/GNG7/RAP1B/GNG5/AKT1/PLCB3/ROCK1/WAS/PIK3CD/STAT2/DOCK2/CCL7/CCR7/PLCB2/ELMO1/HRAS/PTK2/KRAS/CCL20/CDC42/PPBP/GNB2/IKBKB/SOS1/GSK3A/FGR/RHOA/CCR5/GNG12/PRKCD/GNAI1/GRB2/ADCY9/BAD/CHUK/MAP2K1/STAT1/NFKBIB/PRKACB/CCR6/CXCL8/AKT2/CXCR6/CCL2/CCL16/PIK3R2/ITK/PIK3CB/FOXO3/CCR4/CXCL13/XCL1/CXCL12/CCL3/ROCK2/RAC1/SHC2	63
KEGG	hsa04722	Neurotrophin signaling pathway	44/1542	119/8135	2.691e-06	3.299e-05	1.71e-05	ARHGDIA/RPS6KA2/JUN/ATF4/MAPK3/RAP1B/TP53/PSEN2/AKT1/PIK3CD/ABL1/MAP2K2/RAPGEF1/HRAS/KRAS/CDC42/IKBKB/SOS1/IRS1/RHOA/SH2B1/MAPK14/PRKCD/MAGED1/GRB2/BAD/IRAK1/MAP2K1/NFKBIB/AKT2/MAPK7/FASLG/PIK3R2/CAMK2G/RPS6KA3/TRAF6/SORT1/PIK3CB/FOXO3/ARHGDIB/MAPK10/RAC1/MAPK13/SHC2	44
KEGG	hsa04668	TNF signaling pathway	42/1542	112/8135	2.965e-06	3.505e-05	1.817e-05	TNFRSF1A/JUN/ATF4/MAPK3/CREB1/AKT1/PIK3CD/CASP3/RPS6KA4/TNFAIP3/MMP9/ITCH/MAP3K14/BIRC3/MMP14/IL15/PTGS2/CCL20/IKBKB/FAS/CEBPB/MAPK14/CFLAR/IRF1/MAP3K8/CHUK/CSF2/CASP7/CASP10/MAP2K1/FADD/AKT2/CCL2/TRADD/PIK3R2/PIK3CB/TRAF1/MAP2K3/MAPK10/CSF1/MMP3/MAPK13	42
KEGG	hsa05205	Proteoglycans in cancer	66/1542	205/8135	3.214e-06	3.668e-05	1.901e-05	IGF1/EZR/VAV1/HCLS1/CD63/CDKN1A/MAPK3/ITPR2/TP53/AKT1/ROCK1/VEGFA/ITGB1/ITGB5/PIK3CD/CASP3/FZD2/FLNB/CAV1/MMP9/FN1/MAP2K2/THBS1/HRAS/PTK2/KRAS/CDC42/ARAF/FAS/SOS1/RPS6KB2/MTOR/RHOA/HGF/FZD7/MAPK14/PLAUR/RRAS/GRB2/ITPR3/CCND1/RDX/CTNNB1/MAP2K1/EIF4B/PRKACB/ERBB4/CD44/TGFB2/AKT2/FASLG/FGFR1/PIK3R2/PPP1CB/CAMK2G/GPC1/FZD5/PIK3CB/FZD6/CTSL/MET/ROCK2/LUM/RAC1/MAPK13/PPP1R12A	66
KEGG	hsa01522	Endocrine resistance	38/1542	98/8135	3.435e-06	3.789e-05	1.964e-05	IGF1/JUN/CDKN1A/MAPK3/ADCY3/TP53/AKT1/PIK3CD/NOTCH3/MMP9/MAP2K2/NOTCH2/MED1/HRAS/PTK2/KRAS/ARAF/SOS1/GNAS/RPS6KB2/MTOR/MAPK14/GRB2/CDK4/ADCY9/BAD/CCND1/RB1/MAP2K1/PRKACB/CDKN2A/AKT2/CARM1/PIK3R2/PIK3CB/MAPK10/MAPK13/SHC2	38
KEGG	hsa05167	Kaposi sarcoma-associated herpesvirus infection	63/1542	194/8135	3.896e-06	4.16e-05	2.156e-05	HCK/TNFRSF1A/JUN/MAP1LC3B/TYK2/CDKN1A/MAPK3/CREBBP/ITPR2/CREB1/GNG7/TP53/GNG5/AKT1/RCAN1/IFNAR1/VEGFA/CLEC2B/PIK3CD/CASP3/IFNAR2/STAT2/MAP2K2/HRAS/SYK/PTGS2/KRAS/GNB2/IKBKB/FAS/MTOR/UBC/CCR5/BAK1/PDGFB/GNG12/MAPK14/IFNA2/ITPR3/PPP3CC/CDK4/CCND1/RB1/CHUK/IRF3/CYCS/CSF2/CTNNB1/MAP2K1/RPS27A/STAT1/CXCL8/FADD/IKBKE/AKT2/TRADD/PIK3R2/PIK3CB/HLA-A/CCR4/MAPK10/RAC1/MAPK13	63
KEGG	hsa04151	PI3K-Akt signaling pathway	101/1542	354/8135	5.067e-06	5.241e-05	2.717e-05	CCND2/SPP1/IGF1/FLT1/CSF1R/TSC2/ITGB7/ATF4/RHEB/VEGFB/YWHAQ/CDKN1A/MAPK3/CREB1/GNG7/TP53/MCL1/GNG5/AKT1/PPP2R1A/PKN1/IFNAR1/LAMB2/IL2RG/VEGFA/PPP2R2A/ITGB1/ITGB5/PIK3CD/DDIT4/PHLPP1/IFNAR2/OSMR/RBL2/FN1/MAP2K2/RXRA/IL3RA/ITGA7/HSP90AB1/COL4A1/LAMC1/THBS1/HRAS/PTK2/SYK/PHLPP2/KRAS/GNB2/MYB/IKBKB/AREG/SOS1/RPS6KB2/IRS1/MTOR/HSP90AA1/PDGFB/IL2RB/GNG12/HGF/IFNA2/EREG/ITGA1/CDK2/CSF3R/GRB2/GHR/CDK4/FGF9/PDGFA/STK11/BAD/CCND1/FGF1/CHUK/MAP2K1/EIF4B/PRKAA1/EIF4E/ERBB4/AKT2/PPP2R5D/NR4A1/FASLG/FGFR1/PIK3R2/LAMA2/PIK3CB/FOXO3/ITGB8/FGF7/YWHAH/YWHAB/MAGI1/GH1/MET/RAC1/CSF1/F2R/COL4A4	101
KEGG	hsa05218	Melanoma	30/1542	72/8135	6.745e-06	6.765e-05	3.507e-05	IGF1/CDKN1A/MAPK3/TP53/AKT1/PIK3CD/GADD45A/MAP2K2/HRAS/KRAS/ARAF/BAK1/PDGFB/HGF/CDK4/FGF9/PDGFA/GADD45B/BAD/CCND1/RB1/FGF1/MAP2K1/CDKN2A/AKT2/FGFR1/PIK3R2/PIK3CB/FGF7/MET	30
KEGG	hsa05145	Toxoplasmosis	41/1542	112/8135	7.793e-06	7.385e-05	3.828e-05	HLA-DMB/TNFRSF1A/GNAI2/TYK2/MAPK3/AKT1/HLA-DMA/IL10RA/LAMB2/HSPA6/ITGB1/CASP3/HSPA8/IFNG/BIRC3/LAMC1/PPIF/IKBKB/HLA-DOB/CCR5/MAPK14/GNAI1/ALOX5/BAD/CHUK/CYCS/CIITA/LY96/IRAK1/HSPA1B/STAT1/NFKBIB/HLA-DQB1/TGFB2/AKT2/LAMA2/TRAF6/MAP2K3/MAPK10/GNAO1/MAPK13	41
KEGG	hsa05211	Renal cell carcinoma	29/1542	69/8135	7.809e-06	7.385e-05	3.828e-05	JUN/CDKN1A/MAPK3/CREBBP/RAP1B/AKT1/TFE3/VEGFA/PIK3CD/ARNT/MAP2K2/RAPGEF1/HRAS/KRAS/CDC42/ARAF/SOS1/PDGFB/HGF/GRB2/BAD/MAP2K1/TGFB2/AKT2/PIK3R2/CUL2/PIK3CB/MET/RAC1	29
KEGG	hsa05220	Chronic myeloid leukemia	31/1542	76/8135	8.049e-06	7.401e-05	3.836e-05	CDKN1A/MAPK3/TP53/AKT1/PIK3CD/ABL1/GADD45A/MAP2K2/HDAC1/HRAS/KRAS/IKBKB/ARAF/SOS1/BAK1/CTBP1/GRB2/CDK4/GADD45B/BAD/CCND1/RB1/CHUK/MAP2K1/CDKN2A/TGFB2/AKT2/PIK3R2/PIK3CB/SHC2/STAT5A	31
